link;address;price;furnished;bedrooms
https://www.expatrentals.eu/item/netherlands/amsterdam/Griseldestraat-24/19131x216822;Griseldestraat 24;1400;0;2
https://www.expatrentals.eu/item/netherlands/muiden/Hellingstraat-45/19065x216327;Hellingstraat 45;1456;0;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Ben-Van-Meerendonkstraat-265/19131x216088;Ben van Meerendonkstraat 265;1650;0;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Wouwermanstraat-43/19131x216025;Wouwermanstraat 43;1895;0;1
https://www.expatrentals.eu/item/netherlands/diemen/Diemerplein-25/19131x215742;Diemerplein 25;1900;0;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Nieuwe-Prinsengracht-64/19079x214355;Nieuwe Prinsengracht 64;2500;0;3
https://www.expatrentals.eu/item/netherlands/amsterdam/Eastonstraat-45/19130x213563;Eastonstraat 45;1450;0;2
https://www.expatrentals.eu/item/netherlands/amstelveen/Tiengemeten-165/19079x210535;Tiengemeten 165;1900;0;2
https://www.expatrentals.eu/item/netherlands/amstelveen/Meander-459/19079x210534;Meander 459;2200;0;3
https://www.expatrentals.eu/item/netherlands/amstelveen/Zonnesteinhof-31/19079x210533;Zonnesteinhof 31;1950;0;2
https://www.expatrentals.eu/item/netherlands/muiden/Kruitpad-2/19065x207333;Kruitpad 2;1900;0;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Singel-37/19079x204598;Singel 37;1850;0;1
https://www.expatrentals.eu/item/netherlands/amsterdam/Beysterveld-219/19079x204594;Beysterveld 219;4500;0;3
https://www.expatrentals.eu/item/netherlands/amsterdam/J-F-Van-Hengelstraat/19079x204590;J.F. van Hengelstraat;1850;0;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Crackstate-61/19079x204562;Crackstate 61;1950;0;2
https://www.expatrentals.eu/item/netherlands/weesp/Willem-De-Merodestraat-91/19130x203237;Willem de Merodestraat 91;1250;0;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Marnixkade-37/19086x202005;Marnixkade 37;2850;0;4
https://www.expatrentals.eu/item/netherlands/amstelveen/Galerij-116/19086x201244;Galerij 116;1800;0;3
https://www.expatrentals.eu/item/netherlands/amsterdam/Hoofdweg-264/19469x200888;Hoofdweg 264;1300;0;1
https://www.expatrentals.eu/item/netherlands/amsterdam/Carnapstraat-221/19469x200681;Carnapstraat 221;3000;0;3
https://www.expatrentals.eu/item/netherlands/amsterdam/Boy-Edgarstraat-17/19469x200643;Boy Edgarstraat 17;2100;0;3
https://www.expatrentals.eu/item/netherlands/amsterdam/Baden-Powellweg-56/19469x200567;Baden Powellweg 56;2200;0;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Argonautenstraat-45/19469x200564;Argonautenstraat 45;1375;0;1
https://www.expatrentals.eu/item/netherlands/amsterdam/Keizersgracht-461/19079x200350;Keizersgracht 461;3500;0;1
https://www.expatrentals.eu/item/netherlands/amsterdam/Herengracht-371/19152x198139;Herengracht 371;2800;0;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Sarphatistraat-544/19086x196428;Sarphatistraat 544;1950;0;1
https://www.expatrentals.eu/item/netherlands/amsterdam/Oudezijds-Achterburgwal-35/19086x195951;Oudezijds Achterburgwal 35;1750;0;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Binnenkant-23/19079x183870;Binnenkant 23;2250;0;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Eerste-Sweelinckstraat-9/19086x171775;Eerste Sweelinckstraat 9;2350;0;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Sarphatikade-5/19079x160200;Sarphatikade 5;2750;0;1
https://www.expatrentals.eu/item/netherlands/amsterdam/Oude-Waal/19663x8334;Oude Waal;2250;0;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Eerste-Leliedwarsstraat/19663x462872;Eerste Leliedwarsstraat;2000;0;1
https://www.expatrentals.eu/item/netherlands/amsterdam/Swammerdamstraat/19663x462068;Swammerdamstraat;2495;0;3
https://www.expatrentals.eu/item/netherlands/amsterdam/Leidsegracht/19663x11188;Leidsegracht;2500;0;1
https://www.expatrentals.eu/item/netherlands/amsterdam/Derde-Hugo-De-Grootstraat/8290xAM100512;Derde Hugo de Grootstraat;1575;0;1
https://www.expatrentals.eu/item/netherlands/amsterdam/Ruysdaelkade/8290xAM100511;Ruysdaelkade;1800;0;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Bloemgracht/4855x25316;Bloemgracht;2250;0;2
https://www.expatrentals.eu/item/netherlands/amstelveen/Eenhoorn/19814x1859;Eenhoorn;1950;1;0
https://www.expatrentals.eu/item/netherlands/aalsmeer/Werven/19806x763;Werven;4950;1;4
https://www.expatrentals.eu/item/netherlands/amsterdam/Marnixstraat/19754x105;Marnixstraat;2100;1;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Theodoor-Van-Hoytemastraat/344x791598279321760;Theodoor van Hoytemastraat;1400;1;1
https://www.expatrentals.eu/item/netherlands/amsterdam/Cycladenlaan/5040x1547593;Cycladenlaan;800;1;0
https://www.expatrentals.eu/item/netherlands/amsterdam/Kea-Boumanstraat/5040x1547336;Kea Boumanstraat;1000;1;0
https://www.expatrentals.eu/item/netherlands/amsterdam/Spuistraat/5044x1934;spuistraat;950;1;0
https://www.expatrentals.eu/item/netherlands/amsterdam/Tugelaweg/5044x1842;Tugelaweg;1400;1;2
https://www.expatrentals.eu/item/netherlands/amstelveen/Sparrendaal/1553x1178;Sparrendaal;2225;1;4
https://www.expatrentals.eu/item/netherlands/amsterdam/Osdorperweg/8577x2770907;Osdorperweg;2750;1;4
https://www.expatrentals.eu/item/netherlands/amstelveen/Rozenoord/42x588;Rozenoord;1850;1;2
https://www.expatrentals.eu/item/netherlands/amstelveen/Sparrendaal/42x1145;Sparrendaal;2225;1;4
https://www.expatrentals.eu/item/netherlands/amstelveen/Eleanor-Rooseveltlaan/3519x14395;Eleanor Rooseveltlaan;2395;0;5
https://www.expatrentals.eu/item/netherlands/amsterdam/Tommaso-Albinonistraat/1479xb0b6e6081def012a;Tommaso Albinonistraat;3300;1;3
https://www.expatrentals.eu/item/netherlands/amsterdam/Prinsenstraat/1302x681;Prinsenstraat;2700;1;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Dusartstraat/1302x614;Dusartstraat;1850;1;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Cornelis-Anthoniszstraat/1854x5b0f50906397b40372ab8b8d;Cornelis Anthoniszstraat;1550;1;1
https://www.expatrentals.eu/item/netherlands/amstelveen/Betje-Wolfflaan/1854x5b0f50906397b40372ab8b79;Betje Wolfflaan;1800;1;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Marie-Heinekenplein/1854x5b0f50906397b40372ab8b5f;Marie Heinekenplein;2370;1;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Rondeel/1854x5b0f50906397b40372ab8b52;Rondeel;1850;1;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Nieuwe-Teertuinen/12955x2551418;Nieuwe Teertuinen;1900;1;2
https://www.expatrentals.eu/item/netherlands/amstelveen/Fideliolaan/12447x2551424;Fideliolaan;1450;;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Van-Ostadestraat/304x14501VanOstadestraatpijpVanOstadestraat60;Van Ostadestraat;1450;1;1
https://www.expatrentals.eu/item/netherlands/amsterdam/Theophile-De-Bockstraat/10275x44226359;Theophile de Bockstraat;1500;1;1
https://www.expatrentals.eu/item/netherlands/amsterdam/Reguliersgracht/10275x41308130;Reguliersgracht;1500;1;1
https://www.expatrentals.eu/item/netherlands/amsterdam/Baden-Powellweg/1854x5a98b75c4d865203a51871f2;Baden Powellweg;1650;1;3
https://www.expatrentals.eu/item/netherlands/amsterdam/Vogelenzangstraat/19663x462909;Vogelenzangstraat;1675;0;1
https://www.expatrentals.eu/item/netherlands/amsterdam/Tilanusstraat/12955x2014021;Tilanusstraat;1750;1;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Erasmusgracht/14508x2495689;Erasmusgracht;1800;;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Westerdok/1854x58f81d5dfeb27e7596587bd0;Westerdok;1850;1;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Bolestein/19663x460967;Bolestein;1850;0;2
https://www.expatrentals.eu/item/netherlands/muiden/Nooit-Gedacht/14623x255;Nooit Gedacht;1950;1;3
https://www.expatrentals.eu/item/netherlands/amstelveen/Meander/1854x58f81d5dfeb27e7596587bc0;Meander;2000;1;3
https://www.expatrentals.eu/item/netherlands/amstelveen/Valreep/1854x59e56b7021729b03ddd04187;Valreep;2700;0;5
https://www.expatrentals.eu/item/netherlands/amsterdam/Linnaeusstraat/8577x2624959;Linnaeusstraat;3000;1;2
https://www.expatrentals.eu/item/netherlands/amstelveen/Lucebertlaan/1854x59e56b7021729b03ddd041fc;Lucebertlaan;4500;0;6
https://www.expatrentals.eu/item/netherlands/amsterdam/Pieter-Cornelisz-Hooftstraat/3038x8400;Pieter Cornelisz. Hooftstraat;4599;1;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Eerste-Schinkelstraat/2122x43814537;Eerste Schinkelstraat;1750;1;2
https://www.expatrentals.eu/item/netherlands/amstelveen/Judith-Leysterweg/2122x44511919;Judith Leysterweg;2000;0;4
https://www.expatrentals.eu/item/netherlands/amsterdam/Kastelenstraat/2122x44511920;Kastelenstraat;1650;1;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Cornelis-Dirkszstraat/2122x43779635;Cornelis Dirkszstraat;1650;1;1
https://www.expatrentals.eu/item/netherlands/amsterdam/Leimuidenstraat/19663x462774;Leimuidenstraat;1875;0;2
https://www.expatrentals.eu/item/netherlands/amstelveen/Sparrendaal-50/986x2016-K2050;Sparrendaal 50;2225;1;4
https://www.expatrentals.eu/item/netherlands/zaandam/Dirk-Kleimanstraat/19754x106;Dirk Kleimanstraat;1425;1;3
https://www.expatrentals.eu/item/netherlands/amsterdam/Eerste-Jan-Steenstraat/17304x2862;Eerste Jan Steenstraat;1500;0;1
https://www.expatrentals.eu/item/netherlands/amsterdam/Fritz-Dietrich-Kahlenbergstraat/344x791598279234232;Fritz Dietrich Kahlenbergstraat;1600;1;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Elandsstraat/344x791598279233432;Elandsstraat;1900;1;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Oude-Hoogstraat/344x791598279233157;Oude Hoogstraat;1750;1;1
https://www.expatrentals.eu/item/netherlands/amsterdam/Singel-Suite-P2-279233410/344x791598279233410;Singel, Suite P2# 279233410;1775;1;1
https://www.expatrentals.eu/item/netherlands/amsterdam/Insulindeweg/344x791598279219767;Insulindeweg;1400;1;1
https://www.expatrentals.eu/item/netherlands/amsterdam/Vrolikstraat-Suite-P2-226460135/344x791598226460135;Vrolikstraat, Suite P2#226460135;1450;0;2
https://www.expatrentals.eu/item/netherlands/amstelveen/Groenhof/344x791598217403580;Groenhof;1900;1;3
https://www.expatrentals.eu/item/netherlands/diemen/Kees-Van-Dongenpad/5040x1547094;Kees van Dongenpad;920;1;0
https://www.expatrentals.eu/item/netherlands/amsterdam/Jaap-Speyerstraat/5040x1547116;Jaap Speyerstraat;600;1;0
https://www.expatrentals.eu/item/netherlands/amsterdam/Nieuwe-Keizersgracht/5044x1998;Nieuwe Keizersgracht;1750;1;1
https://www.expatrentals.eu/item/netherlands/amsterdam/Leerdamhof/14814x34175722;Leerdamhof;1550;1;2
https://www.expatrentals.eu/item/netherlands/amstelveen/Oostelijk-Halfrond/1553x2326;Oostelijk Halfrond;1600;1;3
https://www.expatrentals.eu/item/netherlands/amsterdam/Churchill-Laan/8577x2770909;Churchill-laan;4500;1;4
https://www.expatrentals.eu/item/netherlands/amsterdam/Laurierstraat/8577x2770908;Laurierstraat;1650;1;1
https://www.expatrentals.eu/item/netherlands/amstelveen/Schweitzerlaan/42x405;Schweitzerlaan;2175;1;4
https://www.expatrentals.eu/item/netherlands/amsterdam/Johan-Hofmanstraat/42x2798644;Johan Hofmanstraat;1750;0;3
https://www.expatrentals.eu/item/netherlands/amsterdam/Insulindeweg/42x2798643;Insulindeweg;1400;1;1
https://www.expatrentals.eu/item/netherlands/amsterdam/Prinsengracht/42x2798558;Prinsengracht;1400;1;1
https://www.expatrentals.eu/item/netherlands/amstelveen/Anna-Polaklaan/42x2434968;Anna Polaklaan;1800;1;4
https://www.expatrentals.eu/item/netherlands/amstelveen/Rozenoord/3519x2377;Rozenoord;1850;1;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Schipluidenlaan/3519x14392;Schipluidenlaan;1550;1;1
https://www.expatrentals.eu/item/netherlands/amstelveen/Sparrendaal/1479xf1d013505758745c;Sparrendaal;2225;1;4
https://www.expatrentals.eu/item/netherlands/amsterdam/Wibautstraat/1479xa3367a1514b6342a;Wibautstraat;1850;1;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Linnaeusparkweg/1479x7dde8002651e39ef;Linnaeusparkweg;1825;1;3
https://www.expatrentals.eu/item/netherlands/amsterdam/Javastraat/19849x2549531;Javastraat;1250;1;0
https://www.expatrentals.eu/item/netherlands/amsterdam/Churchill-Laan/1854x5b0dff076397b40372a50bc3;Churchill-laan;4500;1;5
https://www.expatrentals.eu/item/netherlands/amstelveen/Eyckenstein/1854x5b0dff076397b40372a50bab;Eyckenstein;1850;1;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Nico-Jessekade/1854x5b0dff066397b40372a50b89;Nico Jessekade;2750;0;5
https://www.expatrentals.eu/item/netherlands/amsterdam/Nigellestraat/10275x44265579;Nigellestraat;1400;0;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Noorderstraat/12955x2494695;Noorderstraat;1450;;1
https://www.expatrentals.eu/item/netherlands/amsterdam/Sluisstraat/19754x59;Sluisstraat;1500;1;1
https://www.expatrentals.eu/item/netherlands/amsterdam/Valeriusstraat/12955x2435638;Valeriusstraat;1850;;1
https://www.expatrentals.eu/item/netherlands/amsterdam/Nieuwe-Kerkstraat/12955x2494709;Nieuwe Kerkstraat;2000;;3
https://www.expatrentals.eu/item/netherlands/amsterdam/Prinsengracht/862x2821895;Prinsengracht;2150;0;1
https://www.expatrentals.eu/item/netherlands/amsterdam/Geldersekade/1854x59321f6be4d1a80bc74eb2dd;Geldersekade;2200;1;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Sumatrakade/19663x7320;Sumatrakade;2350;0;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Marie-Heinekenplein/1854x5880330311272402324a1da8;Marie Heinekenplein;2375;1;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Sint-Jacobsstraat/1302x810;Sint Jacobsstraat;2850;1;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Bloemgracht/19265x2435529;Bloemgracht;2900;1;3
https://www.expatrentals.eu/item/netherlands/amsterdam/De-Clercqstraat/15078x44493666;De Clercqstraat;1425;1;1
https://www.expatrentals.eu/item/netherlands/amsterdam/De-Kempenaerstraat/15078x44509546;De Kempenaerstraat;1375;1;1
https://www.expatrentals.eu/item/netherlands/amsterdam/1E-Atjehstraat/15078x44509545;1e Atjehstraat;1300;1;1
https://www.expatrentals.eu/item/netherlands/amsterdam/Berenstraat/15078x44509544;Berenstraat;1375;1;0
https://www.expatrentals.eu/item/netherlands/amsterdam/Noordermarkt/19839x2549326;Noordermarkt;1500;1;1
https://www.expatrentals.eu/item/netherlands/amsterdam/Jacob-Van-Lennepkade/12955x2549338;Jacob Van Lennepkade;4500;;5
https://www.expatrentals.eu/item/netherlands/amsterdam/Solitudolaan/2122x44507888;Solitudolaan;6000;0;4
https://www.expatrentals.eu/item/netherlands/amsterdam/De-Lierhof/2122x44438665;De Lierhof;2000;1;3
https://www.expatrentals.eu/item/netherlands/amsterdam/Efua-Sutherlandstraat-30/19171x226417;Efua Sutherlandstraat 30;1350;0;3
https://www.expatrentals.eu/item/netherlands/amsterdam/Hugo-Floris-Ruysstraat/8290xAM100510;Hugo Floris Ruysstraat;1275;0;1
https://www.expatrentals.eu/item/netherlands/amsterdam/Bos-En-Lommerplantsoen/19754x16;Bos en Lommerplantsoen;1400;1;1
https://www.expatrentals.eu/item/netherlands/amsterdam/Mercatorstraat/344x791598279168950;MERCATORSTRAAT;1550;0;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Oetewalerstraat/344x791598254218603;OETEWALERSTRAAT;1625;1;2
https://www.expatrentals.eu/item/netherlands/diemen/Gerrit-Rietveldsingel/5040x1546797;Gerrit Rietveldsingel;1120;1;0
https://www.expatrentals.eu/item/netherlands/amsterdam/Kalkmarkt/5044x1997;Kalkmarkt;2500;1;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Feike-De-Boerlaan/5044x1996;Feike de Boerlaan;1575;1;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Borgerstraat/3519x14065;Borgerstraat;1400;1;1
https://www.expatrentals.eu/item/netherlands/amstelveen/Rosa-Spierlaan/1479xb317d12b8fd765ee;Rosa Spierlaan;1750;1;2
https://www.expatrentals.eu/item/netherlands/amstelveen/Meander/1854x5b0cad9e6397b403729ebbea;Meander;1850;1;2
https://www.expatrentals.eu/item/netherlands/amstelveen/Rozenoord/1854x5b0cad9e6397b403729ebbda;Rozenoord;1850;1;2
https://www.expatrentals.eu/item/netherlands/amstelveen/Mr-G-Groen-Van-Prinsterenlaan/3519x14190;Mr. G. Groen van Prinsterenlaan;150;0;0
https://www.expatrentals.eu/item/netherlands/vinkeveen/Molenkade-20/19455x203992;Molenkade 20;1500;0;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Teldershof/10275x43499036;Teldershof;1595;1;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Javastraat/18395x1805821;Javastraat;1650;;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Westerstraat/862x2822178;Westerstraat;1750;0;2
https://www.expatrentals.eu/item/netherlands/aalsmeer/Vlinderweg/42x2798395;Vlinderweg;1750;1;6
https://www.expatrentals.eu/item/netherlands/amstelveen/Kanteel/19663x462919;Kanteel;1800;0;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Aakpad-53/19469x200560;Aakpad 53;2000;0;3
https://www.expatrentals.eu/item/netherlands/amsterdam/Nieuwezijds-Voorburgwal/5034x2275194;Nieuwezijds Voorburgwal;2350;0;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Brouwersgracht/1854x58082d100e2c2713ad3d6210;Brouwersgracht;2500;1;1
https://www.expatrentals.eu/item/netherlands/amsterdam/Prinsengracht/1854x5a96145d4d865203a50cc393;Prinsengracht;3450;1;2
https://www.expatrentals.eu/item/netherlands/amstelveen/Turfschip/2122x44223250;Turfschip;4500;0;6
https://www.expatrentals.eu/item/netherlands/aalsmeer/Hornweg/2122x44495178;Hornweg;2500;1;5
https://www.expatrentals.eu/item/netherlands/amsterdam/Alkmaarstraat/10275x42721118;Alkmaarstraat;1500;1;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Gerrit-Van-Der-Veenstraat/10275x43668669;Gerrit van der Veenstraat;2850;0;3
https://www.expatrentals.eu/item/netherlands/amsterdam/Gerrit-Van-Der-Veenstraat/10275x42906494;Gerrit van der Veenstraat;2875;0;3
https://www.expatrentals.eu/item/netherlands/amsterdam/Marcusstraat/2122x44484678;Marcusstraat;2000;0;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Fritz-Dietrich-Kahlenbergstraat/19849x2545305;Fritz Dietrich Kahlenbergstraat;1600;1;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Sumatrakade/19849x2547432;Sumatrakade;2250;1;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Da-Costakade/19849x2545218;Da Costakade;1650;1;1
https://www.expatrentals.eu/item/netherlands/amsterdam/John-Blankensteinstraat/19839x2547093;John Blankensteinstraat;2250;;3
https://www.expatrentals.eu/item/netherlands/amstelveen/Rembrandtweg/15018x2547153;Rembrandtweg;1750;1;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Lederambachtstraat/15012x2547599;Lederambachtstraat;1700;;3
https://www.expatrentals.eu/item/netherlands/amsterdam/Keizersgracht/2122x44484679;Keizersgracht;3250;1;2
https://www.expatrentals.eu/item/netherlands/amstelveen/Catharina-Van-Renneslaan/2122x44179648;Catharina van Renneslaan;2000;1;3
https://www.expatrentals.eu/item/netherlands/amsterdam/Willem-Augustinstraat/2122x44507887;Willem Augustinstraat;2000;1;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Veerstraat/8967x43766715;Veerstraat;1250;1;1
https://www.expatrentals.eu/item/netherlands/amsterdam/Marcantilaan-432/19227x226306;Marcantilaan 432;1750;0;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Vossiusstraat/30x7855;Vossiusstraat;2700;1;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Beemsterstraat/10275x44385281;Beemsterstraat;1400;0;2
https://www.expatrentals.eu/item/netherlands/badhoevedorp/Meidoornweg/19754x9;Meidoornweg;1500;1;0
https://www.expatrentals.eu/item/netherlands/amsterdam/Ruysdaelkade/14508x2492145;Ruysdaelkade;1650;1;1
https://www.expatrentals.eu/item/netherlands/amstelveen/Zwingliweg/1854x5ad008812e37210377fc2960;Zwingliweg;1700;1;2
