symbol,price_btc,circulating_supply
SKIN,0.00000203933,88183483.0
VIVO,0.000100518,1774620.0
UNI,0.00000829,21393166.5195
OCC,0.00045722,375711.817939
BYC,0.00008145,2107796.33213
MRJA,0.00001,17096631.3778
NMS,0.0000620218,2750876.85
ELTCOIN,0.00000186248,90000000.0
ARC,0.00000671975,24724221.6109
LATX,0.00000218669,75326186.745
FLIK,0.00000269077,60123682.1681
NDC,0.00000394384,41004200.0
BSM,2.2E-7,733912406.0
LGD,0.0000798862,2000000.0
42,3.59521,41.99997036
MZC,1.4E-7,1055345279.88
FUNK,3.09629E-9,47535907499.3
VULC,2.3E-7,629903573.124
DFS,0.00000817922,17689422.4696
FRST,0.00000462721,31207527.8074
MOIN,0.0000187591,7568732.43874
MCAP,0.0000135099,10490000.0
MEC,0.00000381728,37078324.9931
LOG,0.00001741,8035193.0536
FLT,3.1E-7,436450711.189
UNIC,0.00004462,2997454.8718
GCC,1.80052E-7,734890419.376
JEW,0.000001367,96791003.0809
DFT,0.0000167798,7795184.0586
CTR,0.00000188815,68000000.0
DCY,7.88557E-8,1605993347.77
SKC,0.00000951,13278048.0669
STU,0.00000261482,48043990.7945
XPTX,0.000157424,791076.066285
KLN,0.000177513,700524.0
MAC,0.00000580021,21345725.0
EQL,3.7874E-7,322210929.258
PCN,9.90933E-9,12306145575.5
BTA,0.0000242092,5015687.66015
ESC,0.00005572,2154500.0
RNS,0.00000358,33356076.8072
FJC,8.97636E-8,1310942755.0
GRWI,0.00009879,1183939.30626
GUN,5.5E-7,210877228.0
ICOO,0.000248443,465951.5866
ATS,0.00000129484,89270428.1563
PROC,0.00000117,97982090.7755
STRC,0.00002471,4500000.0
ADZ,0.00000254897,43478866.6714
REC,0.0000086171,12799009.4529
DGC,0.00000377243,28873473.344
DRPU,0.0000308249,3530372.73
ZET,6.42592E-7,167975029.755
ORE,0.00011956,888342.498688
PHO,4.68428E-9,22618168917.6
XLC,0.00000908,11568290.1975
POP,3E-8,3442028335.14
HERO,0.0210795,4773.0
WILD,0.00000409799,24373456.4929
CRC,0.0000706786,1389300.0
BTWTY,96.3117,1.016
ECASH,0.00000693317,14100000.0
UNIFY,0.00000546481,17860830.75
XPD,0.00000151001,63993274.8873
NET,1.2E-7,787126711.552
BITBTC,2.23544,42.0222
QBIC,0.0000613052,1497602.934
START,0.00000200074,45079785.0
EPY,0.0000115542,7696897.92
BTB,0.00239084,37163.273866
UTC,0.0000019,46399676.6257
GUESS,0.00000637,13818334.0
FUCK,0.00000148824,58144264.2948
FST,5.5E-7,156913423.582
DRXNE,0.0000012,71503431.7656
IETH,0.00000459318,17982000.0
CDX,0.00000252739,32550000.0
INSN,0.0000042623,19291845.3208
SCT,0.00001831,4483165.03574
HPC,0.0000057262,14243158.0423
ACC,0.000233038,349925.882171
BDL,4.56105E-7,175583793.0
VOT,0.00000479995,16474625.0
SUR,0.00035555,221488.902611
HBC,0.0000157388,5000000.0
NETKO,0.0000147767,5273265.0
PXC,0.00000117,65970787.7415
CRM,0.00000169084,45108748.7633
ACC,0.0000124535,6119846.38382
MNE,0.0000276826,2751649.93664
WHL,0.00000847,8868680.0
OPC,5.20098E-7,142772092.539
BLOCKPAY,0.0000134772,5428300.0
RBT,3.47633E-7,197581050.118
ARCT,7.9214E-7,85782612.0
LCP,0.0000505,1341742.01235
KURT,0.00000109904,61364813.1
SDRN,0.0000015,44122901.0
MCRN,1.62599E-7,401421400.685
SGR,0.0000186151,3500000.0
BTG,0.00105001,60722.065536
EBET,0.00000744121,8503600.0
LANA,7E-8,896052313.963
XCPO,0.00000397,15746668.2851
MAO,0.0000099,6257004.60264
XCN,1.51039E-7,409623847.244
PLC,1.19059E-8,5172323624.01
ITT,0.00000617174,9799899.14424
BLZ,9.88381E-8,608557393.5
AERM,5.42975E-7,110665325.38
TIT,0.00000114916,49898202.15
KUSH,0.0000102547,5528947.10492
GAIA,0.00000235,24101381.4487
CNT,7.64067E-7,73877868.578
MOJO,0.00000457838,12198110.0
CCRB,0.0000156522,3562111.0
TRUMP,0.00000811349,6599260.39834
MNC,0.0000116041,4432482.88795
RLT,0.00000497997,10217571.4504
GRLC,0.00000525531,9677751.37854
CESC,3.5E-7,144105100.0
SCS,0.000109789,459250.0
BUCKS,0.000124008,395379.9979
CCT,0.00000954784,5113973.37885
CUBE,2E-8,2429126009.17
XBL,0.00001454,3268273.6353
DAXX,9E-8,517612720.0
BIGUP,2.16972E-8,2137572488.88
CJ,1.08876E-7,406568580.908
BITSILVER,0.00199911,21781.8
SCORE,0.00000104,41737500.0
TEK,3E-8,1414054561.52
PAK,7.89748E-7,53578700.0
XCXT,0.00000225152,18674608.5951
CAB,0.000004,10499995.91
TOK,0.00004115,1004244.00033
8BIT,0.000028,1467840.78618
DUO,0.000128003,314718.641345
BTCA,5.5627E-8,700000000.0
BTCRED,0.00000188951,20550000.999
SHND,7.19394E-11,537505773562
GB,0.00000248732,15521471.4078
EVIL,0.00000182218,21020382.7858
VRS,0.00000414628,9115000.0
TKR,0.00000297649,12529746.9482
ETG,0.00000301103,12000000.0
ATOM,0.00000227215,15620188.4129
ZCG,0.0000176684,2007615.0
SRC,0.00000411,8573440.95
BOLI,0.00000348019,10000999.9988
POST,0.00000211409,15868232.6972
GRIM,2.91237E-7,113659106.671
STN,0.0000125089,2621018.55519
NTO,4.957E-7,65802448.0342
TSE,3.6E-7,90421856.2403
BITGOLD,0.171064,189.485
TOKC,2.23114E-7,144337618.202
OTX,0.0000035,8500001.0
VISIO,5.80064E-7,51036775.6958
INFX,0.00001764,1673383.42987
LEA,7.98188E-8,353947095.983
FRC,9.1E-7,30862663.4778
ONX,0.00000101091,27432814.0
DMB,3.4E-7,80716728.211
C2,3.38932E-7,78245974.52
MARS,9.1E-7,28279074.0
KBR,2.23858E-7,114423294.0
DSR,0.0000250115,1012637.0
NRO,4.8E-7,51679469.602
XCT,1.5583E-7,157625875.0
IMX,2.2E-7,109747170.051
300,0.0800002,300.0
SWING,0.00000741175,3230444.71466
VPRC,2.97667E-8,780124964.0
888,4.2099E-7,53852814.2591
HVCO,0.0000148992,1494170.72042
PXI,0.00000105992,20230079.949
EAGLE,0.0000101845,2093420.57293
ECO,0.0000179655,1159830.61137
QBC,0.00000133,15588776.0
ETHD,0.00001382,1500000.0
PNX,0.00000120274,16347234.6436
CRX,2.44379E-7,73729961.9115
SFC,0.00000127553,14083450.0
TRDT,0.000017724,963024.0
XBTS,0.0000110179,1524686.09585
NTWK,0.00000137655,11671310.0
SOON,0.00000121,12462620.0
XCO,0.00000117306,12384976.0
BITEUR,0.0001304,107706.0
STARS,0.00001451,959913.965972
CON,5.8E-7,23042604.0
COAL,0.00000285401,4500000.0
BSTAR,2E-8,630795971.028
LBTC,4.29626E-7,28940332.9695
ERY,0.00000217698,5616315.05796
ZMC,2E-8,600344291.45
YTN,0.00000190273,6250077.51024
CMT,0.0000133806,872830.0
XHI,5.83114E-8,189729990.084
NEWB,2.1238E-7,50000000.0
GP,0.00000838734,1220160.94808
VUC,1.5586E-7,61876500.0
CACH,0.00000226311,4195132.12728
MDC,0.000005,1819611.59961
KRONE,0.00000125,6487086.88734
UET,0.00000193472,3965716.09795
MND,4.7E-7,15867695.0
ZZC,0.00001191,590750.971096
ADCN,2.8E-7,24931054.0
MSCN,1.33171E-7,45143320.3102
RKC,0.00000178,2700000.0
PRC,1.1E-7,20613400.0
DOLLAR,0.00000294,753776.046463
ARGUS,0.00000174238,1148324.048
WOMEN,3E-8,44220400.2887
COUPE,3.09284E-9,218281462.451
VLTC,2E-8,30385540.182
HMC,6.55838E-7,561235.032413
PIZZA,1.3E-7,1377917.18436
FXE,4.04262E-7,235421.1
EBT,7E-8,1264510.7069
AI,2.90754E-8,2281981.07606
GRE,0.00000167,4009052640.89
HDG,0.00035002,3709674.34
BQ,3.6E-7,3112780784.81
ECOB,0.00000247268,444444444.4
KLC,0.00000491,196297971.01
AC,6.1E-7,1484873313.83
RC,0.00005805,8377872.94287
XNN,0.00000151698,300000000.0
ECN,0.00127535,350363.27
ETT,0.0000068733,62131189.6
BASH,5.5E-7,715868298.826
CBX,0.00033135,1013090.07475
REX,0.0000369102,8660756.0
MTNC,0.0000056,50837261.4816
XFT,0.0000573,4602101.0
TRIA,0.000879754,276000.8027
ANC,0.0001,2110316.862
LEAF,1E-8,21080296750.0
ORB,0.000065,3197296.27923
ETBS,0.00014846,1391603.61019
AHT,0.00002498,8000000.0
JC,1.08058E-8,17812557938.9
INPAY,0.000019,10000000.0
NOTE,0.00000121,153826408.26
WDC,0.00000143,119606940.9
BBT,0.00001319,12959035.5883
CARBON,1.00121E-8,15392019771.4
SHORTY,0.00000151,100000000.13
SMLY,5.11082E-9,25960250000.0
GJC,0.0000097852,13449994.7564
MBI,0.00000751302,16822736.0
DEUS,0.00001083,11079837.4514
IFLT,2.70112E-9,44285681622.4
ZENI,1.19285E-7,1000812835.55
V,2.40704E-7,494552843.469
NSR,4.19936E-8,2777600756.0
HTC,1E-8,10996318099.0
I0C,0.00000512,20990593.2422
BXT,0.000179667,588888.0
MBRS,0.00000206,50000000.0
FCN,0.000014,7214401.10446
METAL,0.00000128,76925527.458
BPC,0.00000129,75000000.0
MAGE,0.00001278,7369980.4253
TRI,0.00084435,109818.78698
BRO,0.0000145291,6334622.17391
HBN,0.00000141,64151405.0
PIGGY,1.79307E-7,489721418.072
SDC,0.0000124,6695133.25917
RIYA,0.0000521772,1581531.0
JET,0.0000110705,6823701.25404
ITI,0.00234132,32000.0
TROLL,1.29512E-7,572937155.0
BITS,0.00000316,23079736.7257
BTCS,0.00000422,17135937.5
TAG,0.00001099,6433865.57779
ARCO,0.0000405379,1712471.73715
Q2C,2.7E-7,248683684.814
EBCH,0.00000713717,9285500.0
ARI,2.8E-7,232432480.0
TTC,5E-8,1259816434.0
HODL,3.8E-7,164342925.0
OPAL,0.00000401,15147305.0829
USC,0.00000582308,10343113.0054
SNRG,0.00001623,3612982.1199
HAL,0.00000999,5801580.36532
DSH,0.00000325,17574970.3838
XPY,0.00000473,11886703.3592
NYAN,1.7E-7,322805606.017
VTA,9.90678E-9,5201310113.21
FLY,0.00024,210805.553941
SMC,0.00000207379,24383986.3371
VIDZ,3.96962E-7,125279774.506
WGO,0.00000530866,9312372.0
TALK,7.5E-7,65290634.7332
ERC20,3E-8,1574741156.0
TRK,2.5E-7,183910692.443
SUPER,9.4E-7,48574171.0651
XJO,0.00000126883,35629303.3621
MOTO,0.00000219,19642673.0691
CTX,0.00000102528,39928144.0
MANNA,9.31424E-7,43673072.8608
IRL,0.00000115,35341249.3398
PR,0.00020398,196671.522438
SLG,0.00000934,4241006.37822
GRN,0.00000102,38157650.0
TGC,8.7E-7,43536799.9558
AMBER,8.6E-7,43699480.8066
CASH,7.7E-7,47675905.2508
EL,0.00000327399,11208967.0
DIX,3.64382E-10,1E+11
PHS,0.00000601,6014340.46076
BLC,0.00000233171,15122697.1402
RPC,0.00003764,922074.921699
ISL,0.00002277,1513704.2019
BITZ,0.00001687,1990890.8112
CHESS,6.14683E-7,54032768.6523
BCF,0.00000304,10899085.9173
GAP,0.00000254,12994985.3484
ENT,0.00000784,4200382.45083
DDF,0.00000635,5118307.0
CNO,3E-7,105284048.868
SIGT,2.9E-7,107972765.656
CCN,0.00000653,4701605.23456
HNC,4.60623E-7,66589881.7545
BTCR,1.8E-7,169598616.141
EMD,0.00000159,19117129.3733
CHAN,0.00000364998,8312864.62749
MNM,0.00000317321,9436366.84876
PASL,0.0000058,5022100.0
AMMO,3.7E-7,77777777.0
UNITS,0.0000082566,3472982.5121
SPEX,1E-8,2866607585.84
ICN,9.4E-7,29630318.75
CYP,0.00000423,6365284.67511
XRA,2.20633E-7,122449161.792
SPACE,0.00000120236,22439537.2918
XRE,0.00000115,22736315.0801
NEVA,0.00000900628,2884000.0
PLC,3.3E-7,78368244.4188
DTC,8.1E-7,31112257.2079
NUKO,0.0000021,12000829.33
GOLF,2E-8,1246136783.77
LTB,0.00002601,917787.970226
XIOS,0.0000110661,2149688.36999
IMS,0.00000438643,5368933.59731
RED,3.1E-7,74107896.0
ZUR,2.6E-7,87653034.0003
KED,0.00000116,19510783.4778
GLT,7.73219E-7,27971200.0
BERN,2.92435E-7,71234300.8119
BSTY,0.00000146279,14218924.2492
CAT,0.0000032,6408049.97599
DRS,4E-8,510802960.94
MAD,1E-8,2000683485.05
AMS,3.9E-7,50201886.1654
JIN,0.000002,9960401.87497
REE,7.74789E-9,2560000000.0
QTL,0.00000255,7718882.84599
PX,2E-7,98341177.4921
GLC,3E-7,65171009.975
ELC,0.00004777,407774.251444
MST,0.000030816,630343.24367
B@,0.00000187886,10291781.26
VC,0.00000192,10064286.6495
611,0.00004339,444530.473242
FNC,0.00000147828,12878667.0
CTO,0.00000138,13742738.4041
SHDW,0.0000027,7000000.0
RBIES,0.00000180931,10415251.8921
PKB,0.0000039,4764026.33477
FIRE,0.000177,98411.9359207
YAC,1.4E-7,121605385.0
STV,0.00000235815,7092087.4096
HONEY,0.0000364948,455955.0
AIB,5.1372E-7,32234319.0
ABJ,0.000002,8265187.03915
SCRT,0.00000374,4228671.77935
BOST,0.00000136042,11855487.1682
ICOB,1.5E-7,107048455.121
TAJ,0.0000017,9206615.33654
GTC,5.2E-7,29887402.1779
EVO,0.00000467678,3275504.34812
BUMBA,6.5E-7,22886735.6653
CCO,0.0000102524,1449999.0
BRIA,0.0000199908,742301.801285
DALC,0.0000318191,466297.0
MAY,3.5356E-7,40951200.0
GCC,6.8E-7,20285537.0
HMP,1E-8,1356645469.99
FUNC,0.00000229203,5848581.4093
BTQ,0.00000132,9976225.925
BRAT,8E-8,160000000.0
GLS,0.00000418,3057331.44834
ALL,0.00000204,6199359.3398
XNG,0.00001561,794588.817802
XBTC21,0.0000152,793107.501077
EUC,9.79399E-7,12416554.4504
DLC,0.00000132,9106714.07746
ROOFS,9E-8,130000000.0
XCRE,5.7E-7,20520514.0
ACOIN,0.00000954063,1220084.95666
BTPL,0.00000171,6804362.43682
J,0.00000371,3087712.5
SOIL,0.000002,5702048.0
FLAX,0.00000195,5617217.67188
CPN,5.4E-7,19615019.309
$$$,2.3E-7,45887217.5419
BLRY,0.00000114,8994120.65135
ASAFE2,0.00000126016,8200310.1769
CXT,0.00000115727,8623200.0
PCOIN,0.00000377,2619676.67375
BIP,0.00000595,1627261.18747
DBTC,5.2E-7,17999629.1768
WORM,8E-8,114967231.17
BENJI,4.45768E-7,20276099.1465
BLN,8.678E-7,10000000.0
CF,0.00000353,2444027.5
JS,0.00000107481,7991996.0
VIP,1E-7,83450402.6305
CNNC,0.00000341457,2476892.71923
AGLC,4E-8,209339033.823
MAR,0.000005,1631600.72883
GPL,0.00003167,256526.823088
WARP,0.00000729,1095224.0
MTLMC3,1E-7,79719140.4633
RBX,2.01725E-8,381236123.0
SONG,2.3E-7,32565300.0
BAS,0.00000148824,5000000.0
RIDE,7E-8,101276975.653
QCN,0.000001,7079882.15017
SLEVIN,1E-7,70000000.0245
ITZ,0.00000255,2652018.803
ATX,3.60051E-7,18781749.8844
SH,0.00000102,6624100.0
BNX,2E-7,32640258.2663
FUZZ,0.00000134608,4829945.0
BXC,0.00000109,5756370.90526
JWL,3E-7,20181635.8671
PRX,5.1E-7,11821727.8828
POS,0.00000576,994350.09892
URO,0.00000467,1207310.4
PULSE,3.8E-7,14298971.52
XVP,4.8E-7,10928643.0
KNC,0.0026,2009.0370017
EXN,0.000001,5100000.0
PONZI,0.00000591,861099.0018
DLISK,5E-8,100000000.0
RSGP,0.00282796,1730.70429709
VLT,0.00000865,554855.0
BSC,8.6E-7,5550102.41646
LTCU,0.00000461269,1031300.00006
ZYD,7.4E-7,6243840.00056
LUNA,0.00000267219,1706429.49506
LTCR,1.5E-7,30227750.0256
ARB,5.5E-7,8203320.0
GEERT,8.63574E-7,5091199.615
BIOS,2.1E-7,20821709.0153
STEPS,2.3E-7,18625017.0078
OFF,0.0000016,2623512.70521
PIE,3.6E-7,11048167.3521
LIR,1.1E-7,37104432.4255
MILO,3.71197E-7,10789953.7141
DRM,0.00000159,2471509.57514
ZNE,0.00000152,2581970.38365
TAGR,1E-7,38669633.7974
PLACO,1.1E-7,35120000.0045
BOAT,2E-7,18547845.1
ICON,0.00000621794,592893.53
VEC2,2.1E-7,17214091.9978
IMPS,1.7E-7,20245510.0266
DES,0.000002,1600000.0247
CWXT,5E-8,59630200.0
GBC,2.55873E-7,11361816.7108
VOLT,1.7E-7,16588055.5996
WBB,0.0000147,181919.243597
OS76,0.00000297,894026.0
TOR,0.00000781,316178.500006
CRDNC,7.14573E-7,3427006.17591
ACP,5.5E-7,4394873.80102
PLNC,1.4E-7,17089600.0
SDP,0.0000147,160688.251246
PEX,9E-7,2453240.13869
JOBS,2E-8,106019269.7
SANDG,6.85624E-7,3064800.039
CTIC3,8.23722E-7,2259512.152
XRC,0.00000258524,704882.0
IBANK,3.8E-7,4526324.0
BIOB,0.00000193,885756.274
CONX,0.00000164,744265.711357
ELS,3E-7,4005012.07736
SOCC,8.3E-7,1384878.63473
NANOX,14.5,0.078264
CREVA,3.07455E-8,36390750.0
SLFI,1E-8,107829280.731
P7C,3E-8,35220238.0
NODC,5.9E-7,1678439.03712
GSR,0.00002,46863.9
MGM,2E-7,4219631.3846
CTIC2,6E-8,13532750.0
ULA,0.0000028,213186.595
LVPS,1.89413E-7,2052712.07192
DGCS,5E-8,5826388.00985
TSTR,5E-8,5027856.6437
CALC,3E-8,6651807.52977
CKUSD,0.000105846,-1
WICC,0.000175083,-1
OC,0.00000118499,-1
KCASH,0.0000156196,-1
EPC,0.0000118839,-1
DIG,0.000018774,-1
CAN,0.0000016424,-1
MOAC,0.00121716,-1
IQT,0.00000999156,-1
STC,0.0000111818,-1
XMC,0.00129379,-1
CHAT,0.000014287,-1
ATMC,0.00031375,-1
MOF,0.0000451284,-1
AAC,0.0000119059,-1
TOPC,0.00000468376,-1
MEET,0.00000718288,-1
DRG,0.0000842719,-1
GEM,0.00000276232,-1
EOSDAC,0.0000146452,-1
RCT,0.00000503013,-1
NOAH,0.00000102123,-1
SBTC,0.00243482,-1
BSTN,2.95293E-7,-1
IPC,0.0000539725,-1
LBTC,0.013961,-1
BCX,0.0000023513,-1
OF,1.6424E-7,-1
SHOW,4.12766E-7,-1
KST,0.00000795754,-1
NTK,0.0000649537,-1
UBTC,0.00171817,-1
VLC,0.0000116827,-1
SSC,0.00000672938,-1
FIL,0.00159039,-1
BFT,0.000029796,-1
HBZ,0.00000172208,-1
XTZ,0.000394879,-1
BSR,1.8E-7,-1
FRGC,0.00097405,-1
XUC,0.000759903,-1
XMO,0.00128573,-1
LIGHT,1.53333E-7,-1
HLC,0.0000165674,-1
SCC,0.000006374,-1
AWR,0.00000304514,-1
EARTH,0.00000259301,-1
MAG,0.00000172832,-1
ORI,0.000133942,-1
READ,0.00000259288,-1
FID,0.0000267975,-1
XIN,0.00000146883,-1
PRS,0.0000382667,-1
GRMD,0.0000183752,-1
CMS,0.0000760019,-1
BBI,0.0000582567,-1
QUBE,0.00000380003,-1
WETH,0.0728661,-1
ADI,0.00000158335,-1
FAIR,0.00000383226,-1
RUNNERS,7E-8,-1
PXC,3.90661E-7,-1
MRK,0.0000106816,-1
CMS,0.0000768186,-1
ADK,0.0021,-1
BIG,0.000231489,-1
CVH,0.00000340808,-1
IDT,0.00000543299,-1
CROP,0.0000433555,-1
SWTC,7.3825E-7,-1
BCDN,0.00000464248,-1
ATC,0.00002061,-1
CFUN,0.00000109397,-1
ECH,0.0000327909,-1
OX,7.96225E-8,-1
SBC,4.5E-7,-1
XID,0.0000161841,-1
HPY,0.00000218365,-1
TDS,0.000041833,-1
WIN,0.0000126928,-1
SEN,0.00000273465,-1
UIP,0.00000502137,-1
CHX,0.0000115712,-1
IFC,1.04E-8,-1
AVH,8.68483E-7,-1
XOT,0.136125,-1
BELA,0.00001454,-1
XTL,1.37344E-7,-1
SNIP,1.30221E-7,-1
XSTC,3E-7,-1
B2X,0.000118467,-1
BAR,9.17371E-7,-1
WC,0.00007152,-1
BRM,0.0000103046,-1
ANI,0.00000188,-1
MLM,0.00000216784,-1
PCL,3.79128E-7,-1
PHI,0.0000562167,-1
FDZ,0.00000252438,-1
CANDY,3.72061E-8,-1
W3C,2.5175E-8,-1
GCS,9.37855E-7,-1
BUBO,0.0000053509,-1
ABC,0.0059817,-1
PCS,0.00001175,-1
GOD,0.0045418,-1
ENT,0.00000210189,-1
MFG,0.00000443516,-1
GBG,0.0000103909,-1
SIC,7E-8,-1
AMLT,0.00000537629,-1
CEFS,0.248105,-1
EMB,1.21376E-10,-1
GARY,0.00000999,-1
MSD,0.00000239222,-1
BITCF,0.00001711,-1
CLUB,0.0000555,-1
ZBC,0.00000417963,-1
LST,0.00000105461,-1
APC,2.00616E-7,-1
THS,0.0000336667,-1
TESLA,0.00012983,-1
PRES,0.00000194093,-1
EDT,6.94786E-7,-1
TER,0.00111792,-1
BT2,0.00599896,-1
COR,0.00001728,-1
WA,0.00000103,-1
MCR,0.0000556107,-1
ACC,0.0000254693,-1
ERA,0.00000668557,-1
HC,0.0000140655,-1
TCOIN,2E-8,-1
SPK,0.0000176671,-1
HDLB,0.00000763,-1
XRY,1.02069E-8,-1
SMOKE,0.00000947504,-1
EAG,0.00000305961,-1
SLOTH,6.38044E-10,-1
NEOG,3.6E-7,-1
ZENGOLD,0.00000317396,-1
RBBT,4.31186E-9,-1
DAV,0.00000188,-1
SJCX,0.0000897883,-1
CYDER,3.3E-7,-1
UTT,0.0000416375,-1
TLE,0.000438,-1
BSN,1.1E-7,-1
SONO,0.00006539,-1
BAT,1E-8,-1
NUMUS,3E-8,-1
CLD,0.00000544331,-1
MARX,2.9E-7,-1
EDRC,0.0000110583,-1
PLX,0.00000190541,-1
BLAZR,2.99243E-7,-1
ELITE,0.00003343,-1
SJW,7E-8,-1
TELL,2.45257E-8,-1
MCI,0.000005,-1
INDI,0.0000011,-1
WIC,1.58026E-7,-1
SUP,2.2985E-7,-1
MINEX,0.00000126002,-1
FRN,0.00000478734,-1
FAP,1.1E-7,-1
BET,6.6E-7,-1
NAMO,2E-8,-1
DMC,1.03195E-7,-1
WSX,4.2E-7,-1
AV,0.0000071,-1
EREAL,4.61214E-7,-1
HNC,1.4E-7,-1
BTE,8.59723E-7,-1
XTD,1E-8,-1
INDIA,7E-8,-1
ETT,0.00000515436,-1
STEX,0.000217864,-1
ROYAL,4.6E-7,-1
TURBO,1E-8,-1
SHA,1.4E-7,-1
SAK,2.6E-7,-1
GAY,0.00000208,-1
BTCM,6.27209E-7,-1
HALLO,3.77316E-8,-1
CFC,2.4E-7,-1
QORA,0.000062,-1
DUTCH,8E-8,-1
PRN,2.23236E-9,-1
ZSE,0.00000185,-1
DON,1.3E-7,-1
BTBc,1.3E-7,-1
NOX,0.0000112466,-1
GAIN,2.90373E-7,-1
BIT,0.00000355,-1
GMX,1E-7,-1
REGA,1.4E-7,-1
FONZ,1.2E-7,-1
GDC,3E-8,-1
ANTX,2E-8,-1
LEVO,1.5E-7,-1
UNRC,4.95296E-8,-1
SKULL,3.95681E-7,-1
AKY,3.5E-7,-1
TOPAZ,0.00004,-1
KDC,0.0000019,-1
SISA,0.000001,-1
CME,2E-8,-1
BUB,0.00000202,-1
BIRDS,5E-8,-1
UR,1.2E-7,-1
CYC,1.3E-7,-1
BEST,5.5E-7,-1
UNC,1E-8,-1
RYZ,6.6E-7,-1
ACES,6.21968E-8,-1
GRX,0.00000124984,-1
HIGH,3E-8,-1
TOP,1.6E-7,-1
LDCN,4.6E-7,-1
PRIMU,4E-8,-1
SKR,4.3E-7,-1
MBL,2E-8,-1
TCR,5E-8,-1
UNITY,0.0135302,-1
OMC,0.00001835,-1
LEPEN,1E-8,-1
BITOK,1E-8,-1
AXIOM,0.00000142,-1
CHEAP,8E-8,-1
MAGN,0.00002252,-1
WINK,9.5847E-8,-1
FAZZ,5.3E-7,-1
FUTC,1.8E-7,-1
XQN,3.9E-7,-1
CRYPT,0.00001599,-1
SHELL,0.00000361,-1
DASHS,0.00000404,-1
HYPER,0.00000255,-1
GML,0.00000134,-1
TRICK,0.00000101,-1
SPORT,1.9E-7,-1
DISK,1.2E-7,-1
MONETA,4E-8,-1
RICHX,5.8E-7,-1
ACN,5E-8,-1
PRM,1.5E-7,-1
DBG,2.1E-7,-1
RUBIT,5.1E-7,-1
KARMA,1E-8,-1
CC,2E-8,-1
EGG,0.00000331,-1
DCRE,0.0000224,-1
X2,4E-8,-1
OPES,2.2E-7,-1
PSY,0.00000301,-1
PAYP,1E-8,-1
OP,1.6E-7,-1
HCC,1E-8,-1
LKC,3E-8,-1
XID,5.8E-7,-1
FRWC,3.2E-7,-1
POKE,1E-8,-1
TODAY,8E-8,-1
LAZ,1E-7,-1
RCN,1E-8,-1
QBT,4.2E-7,-1
NBIT,0.00000247,-1
KASHH,1E-8,-1
RHFC,5E-8,-1
ASN,8.5E-7,-1
SIGMA,0.00000220147,-1
XVC,,15418488.0179
FRCT,,-1
